38	21
38	39
47	8
47	109
48	7
48	96
7	5
7	48
82	73
82	77
132	15
132	107
73	51
73	82
45	86
45	133
120	119
120	140
15	64
15	132
60	64
60	83
110	29
110	111
155	50
155	66
107	46
107	132
96	48
22	10
22	98
111	40
111	110
29	50
29	110
109	26
109	47
34	20
34	35
71	49
71	149
133	45
133	137
150	19
150	54
5	7
5	158
35	2
35	34
35	80
149	21
149	30
149	71
49	2
49	71
39	19
39	38
39	89
39	140
129	77
119	120
119	130
51	73
51	127
8	47
8	127
46	80
46	107
50	29
50	155
21	38
21	149
32	66
32	130
83	60
83	141
64	15
64	60
54	98
54	150
162	30
162	106
66	10
66	20
66	32
66	155
137	133
137	158
127	8
127	51
26	40
26	109
89	39
89	88
141	83
141	106
77	82
77	129
88	86
88	89
106	141
106	162
10	22
10	66
98	22
98	54
130	32
130	119
158	5
158	137
140	39
140	120
19	39
19	150
2	35
2	49
80	35
80	46
30	149
30	162
86	45
86	88
20	34
20	66
40	26
40	111
