122	248
237	59
237	207
100	15
100	164
181	14
181	30
289	58
289	118
289	232
153	92
153	95
153	213
2	58
2	82
217	105
217	228
236	160
168	172
168	319
264	88
264	327
160	118
160	236
62	60
62	273
231	170
231	209
310	83
310	105
279	26
279	95
326	327
267	298
267	321
180	3
180	4
180	14
180	193
108	83
108	137
108	257
105	217
105	310
3	180
3	287
88	228
88	264
221	128
221	207
52	7
52	56
52	59
142	209
142	248
319	168
319	240
170	187
170	231
257	108
257	251
114	12
114	98
98	114
98	164
207	221
207	237
215	19
215	91
215	240
83	108
83	137
83	156
83	310
83	316
60	62
58	2
58	289
240	215
240	319
273	62
273	213
19	209
19	215
118	160
118	289
91	12
91	215
14	180
14	181
14	193
14	269
92	30
92	153
59	52
59	237
26	186
26	279
321	95
321	267
29	187
29	214
316	83
316	232
4	180
4	287
4	323
82	2
82	81
81	82
81	248
102	12
102	308
187	29
187	170
7	52
164	98
164	100
164	193
193	14
193	15
193	164
193	180
95	153
95	279
95	283
95	321
191	49
191	287
269	14
269	54
12	91
12	102
12	114
137	83
137	108
137	209
156	83
172	168
172	248
327	264
327	326
232	289
232	316
128	221
128	308
248	81
248	122
248	142
248	172
251	257
251	298
56	52
214	29
214	283
283	54
283	95
283	214
287	3
287	4
287	191
228	88
228	217
323	4
209	19
209	137
209	142
209	231
54	269
54	283
213	153
213	273
298	251
298	267
15	100
15	193
30	92
30	181
308	102
308	128
186	26
186	49
49	186
49	191
