HeronQuays	-0.021569	51.502922	1987
HighBarnet	-0.194167	51.650556	1940
HighStreetKensington	-0.1925	51.500833	1868
HighburyandIslington	-0.105	51.5458	1968
Highgate	-0.145833	51.577778	1941
Hillingdon	-0.45	51.553889	1923
Holborn	-0.120111	51.517431	1906
HollandPark	-0.2056	51.5072	1900
HollowayRoad	-0.111944	51.553056	1906
Homerton	-0.0431	51.547	1985
Hornchurch	0.218889	51.553889	1902
HounslowCentral	-0.366389	51.471389	1886
HounslowEast	-0.356389	51.473056	1909
HounslowWest	-0.385556	51.473611	1884
HydeParkCorner	-0.152778	51.502778	1906
Ickenham	-0.441944	51.561944	1905
ImperialWharf	-0.18281	51.47517	2009
IslandGardens	-0.0105	51.488028	1987
Kennington	-0.105556	51.488611	1890
KensalGreen	-0.2243	51.5306	1916
KensalRise	-0.2204	51.5345	1861
KensingtonOlympia	-0.211	51.4985	1864
KentishTown	-0.1396	51.5505	1907
KentishTownWest	-0.1468	51.5468	1867
Kenton	-0.3167	51.5818	1917
KewGardens	-0.2849	51.4772	1877
Kilburn	-0.204722	51.547222	1879
KilburnHighRoad	-0.1925	51.5373	1852
KilburnPark	-0.194063	51.535124	1915
King'sCrossSt.Pancras	-0.1233	51.5324	1863
KingGeorgeV	0.062778	51.501972	2005
Kingsbury	-0.278611	51.584722	1932
Knightsbridge	-0.160833	51.501667	1906
LadbrokeGrove	-0.210556	51.517222	1864
LambethNorth	-0.1118	51.499	1906
LancasterGate	-0.175472	51.51175	1900
LangdonPark	-0.014167	51.515556	2007
LatimerRoad	-0.217222	51.513889	1868
LeicesterSquare	-0.128056	51.511389	1906
Lewisham	-0.0141	51.4658	1999
Leyton	-0.0072	51.5693	1947
LeytonMidlandRoad	-0.0072	51.5693	1894
LeytonStone	0.008333	51.568333	1947
LeytonstoneHighRoad	0.0073	51.5634	1894
Limehouse	-0.0402	51.5126	1987
LiverpoolStreet	-0.0819	51.5185	1875
LondonBridge	-0.0851	51.5053	1900
LondonCityAirport	0.048889	51.503611	2005
Loughton	0.055278	51.641389	1948
MaidaVale	-0.185565	51.529785	1915
ManorHouse	-0.096111	51.570833	1932
MansionHouse	-0.094167	51.512222	1871
MarbleArch	-0.158333	51.513611	1900
Marylebone	-0.163	51.5231	1907
MileEnd	-0.033611	51.525278	1902
MillHillEast	-0.210278	51.608333	1941
Monument	-0.088611	51.513333	1884
MoorPark	-0.431944	51.63	1910
Moorgate	-0.0896	51.5187	1865
Morden	-0.195	51.402222	1926
MorningtonCrescent	-0.138611	51.534444	1907
Mudchute	-0.014708	51.490897	1987
Neasden	-0.250278	51.554167	1880
NewburyPark	0.08959	51.57495	1947
NorthActon	-0.259722	51.523611	1923
NorthEaling	-0.288611	51.5175	1903
NorthGreenwich	0.003611	51.500556	1999
NorthHarrow	-0.3625	51.585	1915
NorthWembley	-0.3040	51.5627	1917
Northfields	-0.314167	51.499444	1908
Northolt	-0.368835	51.547996	1948
NorthwickPark	-0.318611	51.578611	1923
Northwood	-0.42437	51.61085	1887
NorthwoodHills	-0.409167	51.600556	1933
NottingHillGate	-0.197	51.509	1868
Oakwood	-0.131667	51.6475	1933
OldStreet	-0.085	51.5258	1901
Osterley	-0.352222	51.481389	1883
Oval	-0.1125	51.481944	1890
OxfordCircus	-0.1416	51.51519	1900
Paddington	-0.1769	51.5171	1863
ParkRoyal	-0.284167	51.526944	1903
ParsonsGreen	-0.201111	51.475278	1880
Perivale	-0.323333	51.536667	1947
PiccadillyCircus	-0.134	51.5101	1906
Pimlico	-0.133333	51.489444	1972
Pinner	-0.380556	51.592778	1885
Plaistow	0.017222	51.531389	1902
PontoonDock	0.031944	51.502222	2005
Poplar	-0.017219	51.507714	1987
PrestonRoad	-0.295278	51.572222	1908
PrinceRegent	0.033433	51.509447	1994
PuddingMillLane	-0.013889	51.534167	1996
PutneyBridge	-0.2162	51.4611	1880
Queen'sPark	-0.2053	51.5341	1915
Queensbury	-0.28621	51.59417	1934
Queensway	-0.187222	51.510444	1900
RavenscourtPark	-0.235833	51.494167	1877
RaynersLane	-0.371389	51.575278	1906
Redbridge	0.04489	51.57574	1947
Regent'sPark	-0.14643	51.5235	1906
Richmond	-0.3014	51.463	1877
Rickmansworth	-0.473333	51.640278	1887
RodingValley	0.043889	51.616944	1948
RoyalAlbert	0.046389	51.508611	1994
RoyalOak	-0.188056	51.519167	1871
RoyalVictoria	0.018011	51.509178	1994
Ruislip	-0.421111	51.571389	1904
RuislipGardens	-0.410234	51.560254	1948
RuislipManor	-0.4125	51.573333	1912
RussellSquare	-0.124444	51.523056	1906
SevenSisters	-0.0756	51.5839	1968
Shadwell	-0.056214	51.511711	1987
Shepherd'sBush	-0.2207	51.5042	1900
Shepherd'sBushCentral	-0.218806	51.504472	1900
Shepherd'sBushMarket	-0.226389	51.505833	1864
SloaneSquare	-0.156667	51.4925	1868
Snaresbrook	0.021667	51.580833	1947
SouthActon	-0.2707	51.4994	1880
SouthEaling	-0.307222	51.501111	1883
SouthHampstead	-0.1788	51.5414	1879
SouthHarrow	-0.352222	51.564722	1903
SouthKensington	-0.173894	51.494136	1868
SouthKenton	-0.3086	51.5703	1933
SouthQuay	-0.019061	51.500617	1987
SouthRuislip	-0.3988	51.5569	1948
