112	61
112	117
121	70
33	9
33	127
60	100
60	132
20	6
20	111
38	99
39	13
39	66
125	124
125	127
145	36
145	43
22	34
22	88
94	52
94	138
101	28
101	127
11	52
11	133
30	110
30	139
81	76
81	128
79	41
79	65
138	65
138	94
117	93
117	112
103	67
103	82
103	116
103	147
34	16
34	22
34	46
34	137
86	70
86	139
4	15
4	147
84	74
84	137
90	108
90	142
129	56
26	70
26	78
26	116
26	140
70	26
70	54
70	86
70	121
108	48
108	90
59	61
59	134
123	27
123	66
47	6
47	133
50	25
50	51
65	10
65	79
65	106
65	138
36	143
36	145
85	14
85	124
51	43
51	50
57	18
57	146
35	83
35	136
126	40
126	99
126	111
126	118
137	34
137	84
10	65
10	74
27	71
27	123
76	41
76	81
71	27
71	127
105	9
105	118
99	38
99	126
78	25
78	26
111	20
111	126
52	11
52	94
136	35
115	13
115	67
134	59
134	74
7	46
7	97
67	103
67	115
83	35
83	143
62	25
62	92
23	54
23	82
23	88
23	120
100	60
100	110
100	146
61	15
61	59
61	72
61	112
107	31
107	40
46	7
46	34
120	23
120	87
143	36
143	83
97	7
97	132
146	57
146	100
147	4
147	103
48	56
48	108
93	31
93	117
109	41
109	74
106	65
43	51
43	145
56	48
56	129
87	12
87	120
14	85
28	25
28	101
142	90
142	144
6	20
6	47
16	34
16	128
40	107
40	126
139	30
139	86
82	23
82	103
96	127
144	140
144	142
15	4
15	61
124	85
124	125
41	64
41	76
41	79
41	109
64	41
88	22
88	23
25	28
25	50
25	62
25	78
92	13
92	62
118	105
118	126
132	60
132	97
72	13
72	61
12	18
12	87
140	26
140	144
54	23
54	70
116	26
116	103
74	10
74	84
74	109
74	134
127	33
127	71
127	96
127	101
127	125
13	39
13	72
13	92
13	115
110	30
110	100
66	39
66	123
18	12
18	57
133	11
133	47
31	93
31	107
128	16
128	81
9	33
9	105
