112	61
112	117
59	61
59	134
147	4
147	103
92	13
92	62
120	23
120	87
146	57
57	18
57	146
39	13
39	66
117	93
117	112
12	18
12	87
71	27
71	127
140	26
140	144
48	56
48	108
103	67
103	82
103	116
103	147
93	31
93	117
126	40
116	26
116	103
74	109
74	134
109	41
109	74
56	48
56	129
66	39
66	123
87	12
87	120
127	71
127	96
27	71
27	123
72	13
72	61
13	39
13	72
13	92
13	115
67	103
67	115
142	90
142	144
4	15
4	147
115	13
115	67
134	59
134	74
90	108
90	142
129	56
26	116
26	140
40	107
40	126
108	48
108	90
123	27
123	66
62	92
18	12
18	57
82	23
82	103
96	127
144	140
144	142
15	4
15	61
31	93
31	107
41	64
41	109
64	41
23	82
23	120
61	15
61	59
61	72
61	112
107	31
107	40
