50	49
50	51
7	6
7	8
24	23
24	25
90	89
90	91
11	10
11	12
58	57
58	59
46	30
39	38
39	40
99	98
99	100
51	50
51	52
43	42
43	44
94	93
94	95
28	27
28	29
28	54
92	91
4	3
4	5
4	100
2	1
2	3
5	4
5	6
91	90
91	92
64	40
64	41
64	65
64	82
60	62
54	28
54	53
54	55
27	26
27	28
98	97
98	99
25	24
25	26
97	96
97	98
10	9
10	11
56	55
56	57
32	31
32	33
18	3
18	17
57	56
57	58
6	5
6	7
33	15
33	32
38	37
38	39
79	78
95	94
95	96
17	16
17	18
17	37
52	51
52	53
29	28
29	77
40	39
40	41
40	64
40	86
30	31
30	46
16	15
16	17
82	1
82	64
78	77
78	79
69	62
45	44
8	7
8	9
100	4
100	99
22	21
22	23
49	31
49	50
13	12
26	25
26	27
9	8
9	10
41	40
41	42
41	62
41	64
59	58
89	88
89	90
1	2
1	82
15	16
15	33
31	30
31	32
31	49
62	41
62	60
62	66
62	69
37	17
37	38
65	64
65	66
42	41
42	43
93	94
55	54
55	56
87	86
87	88
3	2
3	4
3	18
3	20
21	20
21	22
44	43
44	45
86	40
86	87
53	52
53	54
88	87
88	89
66	62
66	65
66	67
67	66
20	3
20	21
77	29
77	78
96	95
96	97
23	22
23	24
12	11
12	13
