35	9
35	36
14	13
14	15
14	54
14	105
6	5
6	7
164	80
164	165
24	23
115	114
115	116
125	40
98	97
98	99
169	168
169	170
102	81
102	103
86	85
86	87
112	57
112	113
8	7
8	9
172	171
9	8
9	10
9	35
84	46
84	85
19	18
19	20
96	97
117	116
39	38
39	40
103	87
103	102
78	79
60	59
50	51
57	56
57	58
57	110
57	112
43	42
43	44
170	169
170	171
81	48
81	80
81	82
81	102
116	115
116	117
45	44
45	46
5	4
5	6
113	112
113	114
7	6
7	8
47	46
47	48
53	52
53	54
56	15
56	57
82	46
82	81
46	45
46	47
46	82
46	84
10	9
10	11
58	57
58	59
21	20
21	22
13	12
13	14
168	167
168	169
171	170
171	172
51	37
51	50
51	52
114	113
114	115
44	43
44	45
40	15
40	39
40	54
40	109
40	125
80	79
80	81
80	164
12	11
12	13
12	37
12	87
97	96
97	98
37	12
37	36
37	38
37	51
38	37
38	39
87	12
87	86
87	103
87	105
59	58
59	60
54	14
54	15
54	40
54	53
85	84
85	86
48	47
48	81
48	99
20	19
20	21
16	15
16	17
4	5
105	14
105	87
79	78
79	80
99	48
99	98
17	16
17	18
42	15
42	43
15	14
15	16
15	40
15	42
15	54
15	56
165	164
165	166
23	22
23	24
109	40
109	110
22	21
22	23
36	35
36	37
11	10
11	12
18	17
18	19
110	57
110	109
166	165
166	167
167	166
167	168
52	51
52	53
