112	61
112	117
50	25
50	51
147	4
147	103
46	7
46	34
25	50
25	62
92	13
92	62
120	23
120	87
60	100
60	132
59	61
59	134
100	60
57	18
57	146
51	43
51	50
132	60
132	97
39	13
39	66
117	93
117	112
12	18
12	87
22	34
22	88
140	26
140	144
48	56
48	108
103	67
103	82
103	116
103	147
127	71
127	96
93	31
93	117
129	56
126	40
116	26
116	103
74	109
74	134
109	41
109	74
146	57
56	48
56	129
71	27
71	127
43	51
43	145
66	39
66	123
87	12
87	120
67	103
67	115
81	128
27	71
27	123
72	13
72	61
13	39
13	72
13	92
13	115
34	16
34	22
34	46
142	90
142	144
4	15
4	147
97	7
97	132
145	43
115	13
115	67
134	59
134	74
90	108
90	142
16	34
16	128
7	46
7	97
26	116
26	140
40	107
40	126
108	48
108	90
123	27
123	66
62	25
62	92
18	12
18	57
88	22
88	23
82	23
82	103
96	127
144	140
144	142
15	4
15	61
31	93
31	107
41	64
41	109
64	41
128	16
128	81
23	82
23	88
23	120
61	15
61	59
61	72
61	112
107	31
107	40
