119	38
119	97
136	75
136	126
89	78
89	139
57	55
57	75
70	49
70	131
72	26
72	35
131	70
131	92
5	52
5	110
84	82
84	132
69	78
69	94
126	103
126	136
75	57
75	136
94	69
94	117
34	26
34	49
130	55
130	63
15	28
15	73
92	131
92	133
55	57
55	130
10	28
10	63
49	34
49	70
110	5
97	73
97	119
90	35
90	98
121	44
121	117
52	5
52	44
63	10
63	130
35	72
35	90
28	10
28	15
117	94
117	121
73	15
73	97
44	52
44	98
44	121
78	69
78	89
38	119
23	103
23	132
139	89
103	23
103	126
26	34
26	72
82	84
82	133
98	44
98	90
133	82
133	92
132	23
132	84
