66	142
66	149
42	91
42	167
144	52
144	87
167	42
167	59
167	99
167	153
167	172
128	20
128	53
126	3
126	140
140	29
140	126
159	134
3	72
3	126
59	33
59	167
92	114
92	145
44	75
44	134
145	52
145	92
53	33
53	128
115	48
115	75
113	20
113	27
155	10
155	99
150	27
91	42
91	48
136	29
72	3
72	87
33	53
33	59
61	118
48	91
48	115
142	28
142	66
10	118
10	155
75	44
75	115
134	44
134	159
23	99
23	114
99	23
99	155
99	167
87	72
87	144
100	149
114	23
114	92
153	167
20	113
20	128
52	144
52	145
28	32
28	142
29	136
29	140
27	113
27	150
172	32
172	167
149	66
149	100
118	10
118	61
32	28
32	172
